# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Sun Apr  4 16:08:10 2021
#
# User preference: *
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN pl_letter:      Planet Letter
# COLUMN discoverymethod: Discovery Method
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_radj:        Planet Radius [Jupiter Radius]
# COLUMN pl_massj:       Planet Mass [Jupiter Mass]
# COLUMN pl_dens:        Planet Density [g/cm**3]
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN pl_ratror:      Ratio of Planet to Stellar Radius
# COLUMN rowupdate:      Date of Last Update
# COLUMN pl_pubdate:     Planetary Parameter Reference Publication Date
# COLUMN releasedate:    Release Date
# COLUMN st_nspec:       Number of Stellar Spectra Measurements
# COLUMN pl_ntranspec:   Number of Transmission Spectroscopy Measurements
#
loc_rowid,pl_name,hostname,pl_letter,discoverymethod,pl_orbper,pl_radj,pl_massj,pl_dens,pl_eqt,pl_ratror,rowupdate,pl_pubdate,releasedate,st_nspec,pl_ntranspec
25363,Kepler-793 b,Kepler-793,b,Transit,,0.150,,,,,2018-09-04,2018-10,2018-09-06,0,0
25364,Kepler-793 b,Kepler-793,b,Transit,4.24153639,0.122,,,,0.01323,2016-05-06,2016-05,2016-05-10,0,0
25365,Kepler-793 b,Kepler-793,b,Transit,4.24153629,,,,,,2018-09-25,2018-08-16,2018-09-25,0,0
25366,Kepler-793 b,Kepler-793,b,Transit,4.24153639,,,,1177,0.01323,2015-08-25,2015-09-24,2015-08-25,0,0
25367,Kepler-793 b,Kepler-793,b,Transit,4.24153639,,,,1177,0.01323,2014-11-18,2014-12-04,2014-11-18,0,0
25368,Kepler-793 b,Kepler-793,b,Transit,4.24153639,,,,1177,0.01323,2014-11-21,2014-12-18,2014-11-21,0,0
25369,Kepler-793 b,Kepler-793,b,Transit,4.24149900,,,,1175,0.01194,2013-10-28,2014-01-08,2013-10-28,0,0
25370,Kepler-794 b,Kepler-794,b,Transit,11.13125132,,,,884,0.01353,2014-11-18,2014-12-04,2014-11-18,0,0
25371,Kepler-794 b,Kepler-794,b,Transit,11.13127159,,,,,,2018-09-25,2018-08-16,2018-09-25,0,0
25372,Kepler-794 b,Kepler-794,b,Transit,11.13120762,,,,,,2016-07-26,2016-07,2016-07-28,0,0
25373,Kepler-794 b,Kepler-794,b,Transit,11.13125132,,,,884,0.01353,2015-08-25,2015-09-24,2015-08-25,0,0
25374,Kepler-794 b,Kepler-794,b,Transit,11.13127159,,,,952,0.01314,2017-05-08,2017-08-31 00:00,2017-05-08,0,0
25375,Kepler-794 b,Kepler-794,b,Transit,11.13125132,0.188,,,,0.01353,2016-05-06,2016-05,2016-05-10,0,0
25376,Kepler-794 b,Kepler-794,b,Transit,,0.213,,,,,2018-09-04,2018-10,2018-09-06,0,0
25377,Kepler-794 b,Kepler-794,b,Transit,11.13126554,,,,,,2019-04-16,2019-03,2019-04-18,0,0
25378,Kepler-794 b,Kepler-794,b,Transit,11.13125132,,,,884,0.01353,2014-11-21,2014-12-18,2014-11-21,0,0
25379,Kepler-794 b,Kepler-794,b,Transit,11.13127000,,,,924,0.01410,2013-10-28,2014-01-08,2013-10-28,0,0
25380,Kepler-795 b,Kepler-795,b,Transit,29.61981000,,,,616,0.01985,2013-10-28,2014-01-08,2013-10-28,0,0
25381,Kepler-795 b,Kepler-795,b,Transit,29.61934210,0.150,,,,0.01632,2016-05-06,2016-05,2016-05-10,0,0
25382,Kepler-795 b,Kepler-795,b,Transit,29.61938910,,,,580,0.01603,2017-05-08,2017-08-31 00:00,2017-05-08,0,0
25383,Kepler-795 b,Kepler-795,b,Transit,29.61934210,,,,579,0.01632,2014-11-18,2014-12-04,2014-11-18,0,0
25384,Kepler-795 b,Kepler-795,b,Transit,29.61953353,,,,,,2016-07-26,2016-07,2016-07-28,0,0
25385,Kepler-795 b,Kepler-795,b,Transit,29.61934210,,,,579,0.01632,2015-08-25,2015-09-24,2015-08-25,0,0
25386,Kepler-795 b,Kepler-795,b,Transit,29.61938910,,,,,,2018-09-25,2018-08-16,2018-09-25,0,0
25387,Kepler-795 b,Kepler-795,b,Transit,29.61934210,,,,579,0.01632,2014-11-21,2014-12-18,2014-11-21,0,0
25388,Kepler-795 b,Kepler-795,b,Transit,29.61944478,,,,,,2019-04-16,2019-03,2019-04-18,0,0
25389,Kepler-796 b,Kepler-796,b,Transit,,0.290,,,,,2018-09-04,2018-10,2018-09-06,0,0
25390,Kepler-796 b,Kepler-796,b,Transit,6.40087618,,,,1226,0.01063,2014-11-18,2014-12-04,2014-11-18,0,0
25391,Kepler-796 b,Kepler-796,b,Transit,6.40087618,0.116,,,,0.01063,2016-05-06,2016-05,2016-05-10,0,0
25392,Kepler-796 b,Kepler-796,b,Transit,6.40087137,,,,,,2018-09-25,2018-08-16,2018-09-25,0,0
25393,Kepler-796 b,Kepler-796,b,Transit,6.40083807,,,,,,2019-04-16,2019-03,2019-04-18,0,0
25394,Kepler-796 b,Kepler-796,b,Transit,6.40087618,,,,1226,0.01063,2015-08-25,2015-09-24,2015-08-25,0,0
25395,Kepler-796 b,Kepler-796,b,Transit,6.40095400,,,,1168,0.01062,2013-10-28,2014-01-08,2013-10-28,0,0
25396,Kepler-796 b,Kepler-796,b,Transit,6.40087137,,,,1109,0.01230,2017-05-08,2017-08-31 00:00,2017-05-08,0,0
25397,Kepler-796 b,Kepler-796,b,Transit,6.40087618,,,,1226,0.01063,2014-11-21,2014-12-18,2014-11-21,0,0
25398,Kepler-797 b,Kepler-797,b,Transit,27.07237711,,,,554,0.02122,2014-11-21,2014-12-18,2014-11-21,0,0
25399,Kepler-797 b,Kepler-797,b,Transit,27.07237655,,,,605,0.02066,2017-05-08,2017-08-31 00:00,2017-05-08,0,0
25400,Kepler-797 b,Kepler-797,b,Transit,27.07237711,,,,554,0.02122,2015-08-25,2015-09-24,2015-08-25,0,0
25401,Kepler-797 b,Kepler-797,b,Transit,27.07238187,,,,,,2016-07-26,2016-07,2016-07-28,0,0
25402,Kepler-797 b,Kepler-797,b,Transit,27.07237655,,,,,,2018-09-25,2018-08-16,2018-09-25,0,0
25403,Kepler-797 b,Kepler-797,b,Transit,27.07259000,,,,558,0.02036,2013-10-28,2014-01-08,2013-10-28,0,0
25404,Kepler-797 b,Kepler-797,b,Transit,27.07256822,,,,,,2019-04-16,2019-03,2019-04-18,0,0
25405,Kepler-797 b,Kepler-797,b,Transit,,0.327,,,,,2018-09-04,2018-10,2018-09-06,0,0
25406,Kepler-797 b,Kepler-797,b,Transit,27.07237711,0.194,,,,0.02122,2016-05-06,2016-05,2016-05-10,0,0
25407,Kepler-797 b,Kepler-797,b,Transit,27.07237711,,,,554,0.02122,2014-11-18,2014-12-04,2014-11-18,0,0
25408,Kepler-798 b,Kepler-798,b,Transit,13.71933369,,,,887,0.01661,2014-11-18,2014-12-04,2014-11-18,0,0
25409,Kepler-798 b,Kepler-798,b,Transit,13.71933369,,,,887,0.01661,2015-08-25,2015-09-24,2015-08-25,0,0
25410,Kepler-798 b,Kepler-798,b,Transit,13.71933369,,,,887,0.01661,2014-11-21,2014-12-18,2014-11-21,0,0
25411,Kepler-798 b,Kepler-798,b,Transit,13.71990000,,,,862,0.01716,2013-10-28,2014-01-08,2013-10-28,0,0
25412,Kepler-798 b,Kepler-798,b,Transit,13.71938763,,,,,,2016-07-26,2016-07,2016-07-28,0,0
25413,Kepler-798 b,Kepler-798,b,Transit,13.71935358,,,,,,2019-04-16,2019-03,2019-04-18,0,0
25414,Kepler-798 b,Kepler-798,b,Transit,13.71933369,0.213,,,,0.01661,2016-05-06,2016-05,2016-05-10,0,0
25415,Kepler-798 b,Kepler-798,b,Transit,,0.182,,,,,2018-09-04,2018-10,2018-09-06,0,0
25416,Kepler-798 b,Kepler-798,b,Transit,13.71938426,,,,864,0.01638,2017-05-08,2017-08-31 00:00,2017-05-08,0,0
25417,Kepler-798 b,Kepler-798,b,Transit,13.71938426,,,,,,2018-09-25,2018-08-16,2018-09-25,0,0
25418,Kepler-799 b,Kepler-799,b,Transit,133.46052350,,,,369,0.06825,2014-11-21,2014-12-18,2014-11-21,0,0
25419,Kepler-799 b,Kepler-799,b,Transit,133.46052350,0.614,,,,0.06825,2016-05-06,2016-05,2016-05-10,0,0
25420,Kepler-799 b,Kepler-799,b,Transit,133.46100000,,,,354,0.06918,2013-10-28,2014-01-08,2013-10-28,0,0
25421,Kepler-799 b,Kepler-799,b,Transit,133.46052350,,,,369,0.06825,2014-11-18,2014-12-04,2014-11-18,0,0
25422,Kepler-799 b,Kepler-799,b,Transit,133.46099900,,,,433,0.06444,2017-05-08,2017-08-31 00:00,2017-05-08,0,0
25423,Kepler-799 b,Kepler-799,b,Transit,133.46084685,,,,,,2016-07-26,2016-07,2016-07-28,0,0
25424,Kepler-799 b,Kepler-799,b,Transit,133.46099900,,,,,,2018-09-25,2018-08-16,2018-09-25,0,0
25425,Kepler-799 b,Kepler-799,b,Transit,133.46251152,,,,,,2019-04-16,2019-03,2019-04-18,0,0
25426,Kepler-799 b,Kepler-799,b,Transit,133.46052350,,,,369,0.06825,2015-08-25,2015-09-24,2015-08-25,0,0
25427,Kepler-799 b,Kepler-799,b,Transit,,0.874,,,,,2018-09-04,2018-10,2018-09-06,0,0
25428,Kepler-8 b,Kepler-8,b,Transit,3.52254000,1.419,0.60300,0.26100,1764,0.09809,2014-05-14,2010-12,2014-05-14,0,0
25429,Kepler-8 b,Kepler-8,b,Transit,3.52249910,1.416,0.59000,0.27000,1680,0.09575,2015-10-07,2015-05,2015-10-15,0,0
25430,Kepler-8 b,Kepler-8,b,Transit,3.52249843,,,,1521,0.09209,2017-05-08,2017-08-31 00:00,2017-05-08,0,0
25431,Kepler-8 b,Kepler-8,b,Transit,3.52249857,,,,1521,0.09358,2014-11-21,2014-12-18,2014-11-21,0,0
25432,Kepler-8 b,Kepler-8,b,Transit,3.52249865,,,,,,2016-07-26,2016-07,2016-07-28,0,0
25433,Kepler-8 b,Kepler-8,b,Transit,3.52249905,1.419,0.56000,0.24400,,,2019-03-18,2017-06,2019-03-21,0,0
25434,Kepler-8 b,Kepler-8,b,Transit,3.52249857,1.366,,,,0.09358,2016-05-06,2016-05,2016-05-10,0,0
25435,Kepler-8 b,Kepler-8,b,Transit,3.52249913,,,,1532,0.09328,2013-10-28,2014-01-08,2013-10-28,0,0
25436,Kepler-8 b,Kepler-8,b,Transit,3.52249857,,,,1521,0.09358,2014-11-18,2014-12-04,2014-11-18,0,0
25437,Kepler-8 b,Kepler-8,b,Transit,3.52249843,,,,,,2018-09-25,2018-08-16,2018-09-25,0,0
25438,Kepler-8 b,Kepler-8,b,Transit,,1.409,,,,,2018-09-04,2018-10,2018-09-06,0,0
25439,Kepler-8 b,Kepler-8,b,Transit,3.52249857,,,,1521,0.09358,2015-08-25,2015-09-24,2015-08-25,0,0
25440,Kepler-8 b,Kepler-8,b,Transit,3.52250470,1.381,0.59000,0.27900,1662,,2016-01-12,2011-11,2016-01-14,0,0
25441,Kepler-8 b,Kepler-8,b,Transit,3.52249847,,,,,,2019-04-16,2019-03,2019-04-18,0,0
25442,Kepler-80 b,Kepler-80,b,Transit,7.05351445,,,,547,0.03547,2014-11-21,2014-12-18,2014-11-21,0,0
25443,Kepler-80 b,Kepler-80,b,Transit,7.05351445,0.241,,,,0.03547,2016-08-04,2016-05,2016-05-10,0,0
25444,Kepler-80 b,Kepler-80,b,Transit,7.05343900,,,,642,0.03710,2013-10-28,2014-01-08,2013-10-28,0,0
25445,Kepler-80 b,Kepler-80,b,Transit,7.05300000,0.236,,,,,2016-08-04,2013-10,2014-05-14,0,0
25446,Kepler-80 b,Kepler-80,b,Transit,,0.231,,,,,2018-09-04,2018-10,2018-09-06,0,0
25447,Kepler-80 b,Kepler-80,b,Transit,7.05352715,,,,,,2018-09-25,2018-08-16,2018-09-25,0,0
25448,Kepler-80 b,Kepler-80,b,Transit,7.05347776,0.187,,,546,0.03400,2016-08-04,2012-05,2016-02-25,0,0
25449,Kepler-80 b,Kepler-80,b,Transit,7.05352715,,,,547,0.03487,2017-05-08,2017-08-31 00:00,2017-05-08,0,0
25450,Kepler-80 b,Kepler-80,b,Transit,7.05246000,0.238,0.02180,1.38000,,,2016-08-04,2016-10,2016-08-04,0,0
25451,Kepler-80 b,Kepler-80,b,Transit,7.05351445,,,,547,0.03547,2014-11-18,2014-12-04,2014-11-18,0,0
25452,Kepler-80 b,Kepler-80,b,Transit,7.05351187,,,,,,2016-08-04,2016-07,2016-07-28,0,0
25453,Kepler-80 b,Kepler-80,b,Transit,7.05351445,,,,547,0.03547,2015-08-25,2015-09-24,2015-08-25,0,0
25454,Kepler-80 c,Kepler-80,c,Transit,9.52355000,0.244,0.02121,1.22000,,,2016-08-04,2016-10,2016-08-04,0,0
25455,Kepler-80 c,Kepler-80,c,Transit,9.52164464,,,,495,0.03490,2017-05-08,2017-08-31 00:00,2017-05-08,0,0
25456,Kepler-80 c,Kepler-80,c,Transit,9.52165016,0.254,,,,0.03652,2016-08-04,2016-05,2016-05-10,0,0
25457,Kepler-80 c,Kepler-80,c,Transit,9.52178300,,,,583,0.03990,2013-10-28,2014-01-08,2013-10-28,0,0
25458,Kepler-80 c,Kepler-80,c,Transit,9.52165016,,,,495,0.03652,2014-11-21,2014-12-18,2014-11-21,0,0
25459,Kepler-80 c,Kepler-80,c,Transit,9.52163090,,,,,,2016-08-04,2016-07,2016-07-28,0,0
25460,Kepler-80 c,Kepler-80,c,Transit,9.52200000,0.249,,,,,2016-08-04,2013-10,2014-05-14,0,0
25461,Kepler-80 c,Kepler-80,c,Transit,9.52169991,0.193,,,494,0.03500,2016-08-04,2012-05,2016-02-25,0,0
25462,Kepler-80 c,Kepler-80,c,Transit,9.52164464,,,,,,2018-09-25,2018-08-16,2018-09-25,0,0
25463,Kepler-80 c,Kepler-80,c,Transit,9.52165016,,,,495,0.03652,2015-08-25,2015-09-24,2015-08-25,0,0
25464,Kepler-80 c,Kepler-80,c,Transit,9.52165016,,,,495,0.03652,2014-11-18,2014-12-04,2014-11-18,0,0
25465,Kepler-80 c,Kepler-80,c,Transit,,0.231,,,,,2018-09-04,2018-10,2018-09-06,0,0
25466,Kepler-80 d,Kepler-80,d,Transit,,0.139,,,,,2018-09-04,2018-10,2018-09-06,0,0
25467,Kepler-80 d,Kepler-80,d,Transit,3.07214661,,,,,,2018-09-25,2018-08-16,2018-09-25,0,0
25468,Kepler-80 d,Kepler-80,d,Transit,3.07200000,0.116,0.01164,10.10000,,,2018-06-26,2017-07,2018-06-21,0,0
25469,Kepler-80 d,Kepler-80,d,Transit,3.07216597,0.099,,,720,0.01800,2016-08-04,2012-05,2016-02-25,0,0
25470,Kepler-80 d,Kepler-80,d,Transit,3.07216900,,,,851,0.02080,2013-10-28,2014-01-08,2013-10-28,0,0
25471,Kepler-80 d,Kepler-80,d,Transit,3.07219048,,,,,,2019-04-16,2019-03,2019-04-18,0,0
25472,Kepler-80 d,Kepler-80,d,Transit,3.07214920,,,,722,0.02153,2015-08-25,2015-09-24,2015-08-25,0,0
25473,Kepler-80 d,Kepler-80,d,Transit,3.07218600,0.155,,,,,2016-08-04,2014-03,2014-05-14,0,0
25474,Kepler-80 d,Kepler-80,d,Transit,3.07222000,0.136,0.02124,7.04000,,,2016-08-04,2016-10,2016-08-04,0,0
25475,Kepler-80 d,Kepler-80,d,Transit,3.07215270,,,,,,2016-08-04,2016-07,2016-07-28,0,0
25476,Kepler-80 d,Kepler-80,d,Transit,3.07214920,0.152,,,,0.02153,2016-08-04,2016-05,2016-05-10,0,0
25477,Kepler-80 d,Kepler-80,d,Transit,3.07214920,,,,722,0.02153,2014-11-18,2014-12-04,2014-11-18,0,0
25478,Kepler-80 d,Kepler-80,d,Transit,3.07214661,,,,722,0.02100,2017-05-08,2017-08-31 00:00,2017-05-08,0,0
25479,Kepler-80 d,Kepler-80,d,Transit,3.07214920,,,,722,0.02153,2014-11-21,2014-12-18,2014-11-21,0,0
25480,Kepler-80 e,Kepler-80,e,Transit,4.64534635,,,,,,2016-08-04,2016-07,2016-07-28,0,0
25481,Kepler-80 e,Kepler-80,e,Transit,4.64489000,0.143,0.01299,3.75000,,,2016-08-04,2016-10,2016-08-04,0,0
25482,Kepler-80 e,Kepler-80,e,Transit,4.64538700,0.146,,,,,2016-08-04,2014-03,2014-05-14,0,0
25483,Kepler-80 e,Kepler-80,e,Transit,4.64539709,0.151,,,,0.02206,2016-08-04,2016-05,2016-05-10,0,0
25484,Kepler-80 e,Kepler-80,e,Transit,,0.143,,,,,2018-09-04,2018-10,2018-09-06,0,0
25485,Kepler-80 e,Kepler-80,e,Transit,4.64539709,,,,629,0.02206,2015-08-25,2015-09-24,2015-08-25,0,0
25486,Kepler-80 e,Kepler-80,e,Transit,4.64535284,0.143,,,628,0.02600,2016-08-04,2012-05,2016-02-25,0,0
25487,Kepler-80 e,Kepler-80,e,Transit,4.64500000,0.116,0.00661,4.60000,,,2018-06-26,2017-07,2018-06-21,0,0
25488,Kepler-80 e,Kepler-80,e,Transit,4.64538215,,,,629,0.02155,2017-05-08,2017-08-31 00:00,2017-05-08,0,0
25489,Kepler-80 e,Kepler-80,e,Transit,4.64539709,,,,629,0.02206,2014-11-18,2014-12-04,2014-11-18,0,0
25490,Kepler-80 e,Kepler-80,e,Transit,4.64539709,,,,629,0.02206,2014-11-21,2014-12-18,2014-11-21,0,0
25491,Kepler-80 e,Kepler-80,e,Transit,4.64538215,,,,,,2018-09-25,2018-08-16,2018-09-25,0,0
25492,Kepler-80 e,Kepler-80,e,Transit,4.64536600,,,,740,0.02330,2013-10-28,2014-01-08,2013-10-28,0,0
25493,Kepler-80 f,Kepler-80,f,Transit,0.98676790,,,,1256,0.01655,2013-10-28,2014-01-08,2013-10-28,0,0
25494,Kepler-80 f,Kepler-80,f,Transit,0.98678583,,,,,,2018-09-25,2018-08-16,2018-09-25,0,0
25495,Kepler-80 f,Kepler-80,f,Transit,0.98678730,0.108,,,,,2016-08-04,2016-10,2016-08-04,0,0
25496,Kepler-80 f,Kepler-80,f,Transit,0.98678706,,,,1054,0.01599,2015-08-25,2015-09-24,2015-08-25,0,0
25497,Kepler-80 f,Kepler-80,f,Transit,0.98678706,,,,1054,0.01599,2014-11-21,2014-12-18,2014-11-21,0,0
25498,Kepler-80 f,Kepler-80,f,Transit,0.98678481,,,,,,2019-04-16,2019-03,2019-04-18,0,0
25499,Kepler-80 f,Kepler-80,f,Transit,0.98678583,,,,1054,0.01926,2017-05-08,2017-08-31 00:00,2017-05-08,0,0
25500,Kepler-80 f,Kepler-80,f,Transit,0.98678706,0.110,,,,0.01599,2016-08-04,2016-05,2016-05-10,0,0
25501,Kepler-80 f,Kepler-80,f,Transit,,0.128,,,,,2018-09-04,2018-10,2018-09-06,0,0
25502,Kepler-80 f,Kepler-80,f,Transit,0.98678706,,,,1054,0.01599,2014-11-18,2014-12-04,2014-11-18,0,0
25503,Kepler-80 g,Kepler-80,g,Transit,14.64558000,0.101,,,418,0.01530,2017-12-12,2018-02,2017-12-14,0,0
25504,Kepler-800 b,Kepler-800,b,Transit,14.13168979,,,,,,2019-04-16,2019-03,2019-04-18,0,0
25505,Kepler-800 b,Kepler-800,b,Transit,14.13176026,,,,677,0.03232,2015-08-25,2015-09-24,2015-08-25,0,0
25506,Kepler-800 b,Kepler-800,b,Transit,14.13176026,,,,677,0.03232,2014-11-21,2014-12-18,2014-11-21,0,0
25507,Kepler-800 b,Kepler-800,b,Transit,14.13176026,0.254,,,,0.03232,2016-05-06,2016-05,2016-05-10,0,0
25508,Kepler-800 b,Kepler-800,b,Transit,14.13175309,,,,,,2018-09-25,2018-08-16,2018-09-25,0,0
25509,Kepler-800 b,Kepler-800,b,Transit,14.13173322,,,,,,2016-07-26,2016-07,2016-07-28,0,0
25510,Kepler-800 b,Kepler-800,b,Transit,,0.257,,,,,2018-09-04,2018-10,2018-09-06,0,0
25511,Kepler-800 b,Kepler-800,b,Transit,14.13179000,,,,676,0.03500,2013-10-28,2014-01-08,2013-10-28,0,0
25512,Kepler-800 b,Kepler-800,b,Transit,14.13175309,,,,675,0.03365,2017-05-08,2017-08-31 00:00,2017-05-08,0,0
25513,Kepler-800 b,Kepler-800,b,Transit,14.13176026,,,,677,0.03232,2014-11-18,2014-12-04,2014-11-18,0,0
25514,Kepler-801 b,Kepler-801,b,Transit,11.41928253,,,,419,0.02893,2014-11-21,2014-12-18,2014-11-21,0,0
25515,Kepler-801 b,Kepler-801,b,Transit,11.41928253,0.178,,,,0.02893,2016-05-06,2016-05,2016-05-10,0,0
25516,Kepler-801 b,Kepler-801,b,Transit,,0.185,,,,,2018-09-04,2018-10,2018-09-06,0,0
25517,Kepler-801 b,Kepler-801,b,Transit,11.41928253,,,,419,0.02893,2014-11-18,2014-12-04,2014-11-18,0,0
25518,Kepler-801 b,Kepler-801,b,Transit,11.41928253,,,,419,0.02893,2015-08-25,2015-09-24,2015-08-25,0,0
25519,Kepler-801 b,Kepler-801,b,Transit,11.41921431,,,,,,2019-04-16,2019-03,2019-04-18,0,0
25520,Kepler-801 b,Kepler-801,b,Transit,11.41926322,,,,,,2016-07-26,2016-07,2016-07-28,0,0
25521,Kepler-801 b,Kepler-801,b,Transit,11.41926141,,,,419,0.02748,2017-05-08,2017-08-31 00:00,2017-05-08,0,0
25522,Kepler-801 b,Kepler-801,b,Transit,11.41926700,,,,524,0.03140,2013-10-28,2014-01-08,2013-10-28,0,0
25523,Kepler-801 b,Kepler-801,b,Transit,11.41926141,,,,,,2018-09-25,2018-08-16,2018-09-25,0,0
25524,Kepler-802 b,Kepler-802,b,Transit,40.05874730,0.316,,,,0.03636,2016-05-06,2016-05,2016-05-10,0,0
25525,Kepler-802 b,Kepler-802,b,Transit,40.05874730,,,,490,0.03636,2014-11-21,2014-12-18,2014-11-21,0,0
25526,Kepler-802 b,Kepler-802,b,Transit,40.05874730,,,,490,0.03636,2014-11-18,2014-12-04,2014-11-18,0,0
25527,Kepler-802 b,Kepler-802,b,Transit,40.05488000,,,,478,0.03900,2013-10-28,2014-01-08,2013-10-28,0,0
25528,Kepler-802 b,Kepler-802,b,Transit,40.05881661,,,,,,2018-09-25,2018-08-16,2018-09-25,0,0
25529,Kepler-802 b,Kepler-802,b,Transit,40.05869890,,,,,,2016-07-26,2016-07,2016-07-28,0,0
25530,Kepler-802 b,Kepler-802,b,Transit,40.05876652,,,,,,2019-04-16,2019-03,2019-04-18,0,0
25531,Kepler-802 b,Kepler-802,b,Transit,40.05881661,,,,489,0.03618,2017-05-08,2017-08-31 00:00,2017-05-08,0,0
25532,Kepler-802 b,Kepler-802,b,Transit,,0.304,,,,,2018-09-04,2018-10,2018-09-06,0,0
25533,Kepler-802 b,Kepler-802,b,Transit,40.05874730,,,,490,0.03636,2015-08-25,2015-09-24,2015-08-25,0,0
25534,Kepler-803 b,Kepler-803,b,Transit,50.28679200,,,,,,2019-04-16,2019-03,2019-04-18,0,0
25535,Kepler-803 b,Kepler-803,b,Transit,50.28638192,,,,479,0.03105,2015-08-25,2015-09-24,2015-08-25,0,0
25536,Kepler-803 b,Kepler-803,b,Transit,,0.354,,,,,2018-09-04,2018-10,2018-09-06,0,0
25537,Kepler-803 b,Kepler-803,b,Transit,50.28635977,,,,,,2018-09-25,2018-08-16,2018-09-25,0,0
25538,Kepler-803 b,Kepler-803,b,Transit,50.28638192,,,,479,0.03105,2014-11-18,2014-12-04,2014-11-18,0,0
25539,Kepler-803 b,Kepler-803,b,Transit,50.28638192,,,,479,0.03105,2014-11-21,2014-12-18,2014-11-21,0,0
25540,Kepler-803 b,Kepler-803,b,Transit,50.28641007,,,,,,2016-07-26,2016-07,2016-07-28,0,0
25541,Kepler-803 b,Kepler-803,b,Transit,50.28638192,0.338,,,,0.03105,2016-05-06,2016-05,2016-05-10,0,0
25542,Kepler-803 b,Kepler-803,b,Transit,50.28635977,,,,543,0.03046,2017-05-08,2017-08-31 00:00,2017-05-08,0,0
25543,Kepler-803 b,Kepler-803,b,Transit,50.28578000,,,,475,0.03090,2013-10-28,2014-01-08,2013-10-28,0,0
25544,Kepler-804 b,Kepler-804,b,Transit,14.37457572,,,,779,0.01664,2017-05-08,2017-08-31 00:00,2017-05-08,0,0
25545,Kepler-804 b,Kepler-804,b,Transit,14.37457351,,,,767,0.01689,2014-11-21,2014-12-18,2014-11-21,0,0
25546,Kepler-804 b,Kepler-804,b,Transit,14.37457351,,,,767,0.01689,2015-08-25,2015-09-24,2015-08-25,0,0
25547,Kepler-804 b,Kepler-804,b,Transit,14.37457351,0.173,,,,0.01689,2016-05-06,2016-05,2016-05-10,0,0
25548,Kepler-804 b,Kepler-804,b,Transit,14.37457572,,,,,,2018-09-25,2018-08-16,2018-09-25,0,0
25549,Kepler-804 b,Kepler-804,b,Transit,14.37438000,,,,712,0.01627,2013-10-28,2014-01-08,2013-10-28,0,0
25550,Kepler-804 b,Kepler-804,b,Transit,,0.173,,,,,2018-09-04,2018-10,2018-09-06,0,0
25551,Kepler-804 b,Kepler-804,b,Transit,14.37454747,,,,,,2016-07-26,2016-07,2016-07-28,0,0
25552,Kepler-804 b,Kepler-804,b,Transit,14.37457351,,,,767,0.01689,2014-11-18,2014-12-04,2014-11-18,0,0
25553,Kepler-804 b,Kepler-804,b,Transit,14.37470808,,,,,,2019-04-16,2019-03,2019-04-18,0,0
25554,Kepler-804 c,Kepler-804,c,Transit,9.65185017,,,,875,0.01043,2015-08-25,2015-09-24,2015-08-25,0,0
25555,Kepler-804 c,Kepler-804,c,Transit,9.65185017,,,,875,0.01043,2014-11-18,2014-12-04,2014-11-18,0,0
25556,Kepler-804 c,Kepler-804,c,Transit,,0.096,,,,,2018-09-04,2018-10,2018-09-06,0,0
25557,Kepler-804 c,Kepler-804,c,Transit,9.65185017,,,,875,0.01043,2014-11-21,2014-12-18,2014-11-21,0,0
25558,Kepler-804 c,Kepler-804,c,Transit,9.65212994,,,,,,2019-04-16,2019-03,2019-04-18,0,0
25559,Kepler-804 c,Kepler-804,c,Transit,9.65190000,,,,813,0.00920,2013-10-28,2014-01-08,2013-10-28,0,0
25560,Kepler-804 c,Kepler-804,c,Transit,9.65188331,,,,,,2018-09-25,2018-08-16,2018-09-25,0,0
25561,Kepler-804 c,Kepler-804,c,Transit,9.65185017,0.102,,,,0.01043,2016-05-06,2016-05,2016-05-10,0,0
25562,Kepler-804 c,Kepler-804,c,Transit,9.65188331,,,,890,0.00924,2017-05-08,2017-08-31 00:00,2017-05-08,0,0
25563,Kepler-805 b,Kepler-805,b,Transit,30.86392000,,,,804,0.01428,2013-10-28,2014-01-08,2013-10-28,0,0
25564,Kepler-805 b,Kepler-805,b,Transit,30.86394760,,,,,,2018-09-25,2018-08-16,2018-09-25,0,0
25565,Kepler-805 b,Kepler-805,b,Transit,30.86394760,,,,743,0.01752,2017-05-08,2017-08-31 00:00,2017-05-08,0,0
25566,Kepler-805 b,Kepler-805,b,Transit,30.86390273,,,,,,2019-04-16,2019-03,2019-04-18,0,0
25567,Kepler-805 b,Kepler-805,b,Transit,30.86396918,,,,,,2016-07-26,2016-07,2016-07-28,0,0
25568,Kepler-805 b,Kepler-805,b,Transit,30.86389310,,,,752,0.01580,2015-08-25,2015-09-24,2015-08-25,0,0
25569,Kepler-805 b,Kepler-805,b,Transit,,0.280,,,,,2018-09-04,2018-10,2018-09-06,0,0
25570,Kepler-805 b,Kepler-805,b,Transit,30.86389310,0.258,,,,0.01580,2016-05-06,2016-05,2016-05-10,0,0
25571,Kepler-805 b,Kepler-805,b,Transit,30.86389310,,,,752,0.01580,2014-11-18,2014-12-04,2014-11-18,0,0
